0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 463
21, 2238
22, 1506
23, 348
24, 190
25, 586
26, 502
27, 485
28, 369
29, 373
30, 339
31, 274
32, 218
33, 232
34, 235
35, 180
36, 136
37, 86
38, 84
39, 87
40, 95
41, 75
42, 87
43, 60
44, 56
45, 41
46, 62
47, 70
48, 73
49, 92
50, 142
51, 203
52, 244
53, 401
54, 574
55, 867
56, 1225
57, 1857
58, 2836
59, 4033
60, 5469
61, 7016
62, 8277
63, 8848
64, 9065
65, 8725
66, 7618
67, 6205
68, 4907
69, 3696
70, 2591
71, 1815
72, 1286
73, 795
74, 504
75, 387
76, 226
77, 162
78, 118
79, 78
80, 71
81, 43
82, 41
83, 18
84, 6
85, 7
86, 1
87, 1
