0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 578
21, 2947
22, 2106
23, 460
24, 258
25, 639
26, 558
27, 559
28, 450
29, 469
30, 364
31, 382
32, 295
33, 336
34, 234
35, 224
36, 166
37, 122
38, 105
39, 93
40, 104
41, 90
42, 83
43, 67
44, 76
45, 70
46, 81
47, 80
48, 69
49, 86
50, 111
51, 159
52, 216
53, 325
54, 508
55, 723
56, 1156
57, 1723
58, 2584
59, 3643
60, 4920
61, 6341
62, 7642
63, 8604
64, 8657
65, 8452
66, 7534
67, 6447
68, 5127
69, 3930
70, 2781
71, 1918
72, 1400
73, 891
74, 649
75, 457
76, 259
77, 194
78, 161
79, 108
80, 80
81, 53
82, 36
83, 34
84, 14
85, 7
86, 2
87, 1
88, 1
89, 0
90, 1
