0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 717
21, 3931
22, 2926
23, 716
24, 505
25, 1280
26, 1147
27, 1207
28, 1115
29, 1144
30, 972
31, 987
32, 885
33, 947
34, 831
35, 790
36, 530
37, 457
38, 493
39, 478
40, 432
41, 393
42, 402
43, 345
44, 329
45, 328
46, 365
47, 422
48, 453
49, 605
50, 794
51, 1081
52, 1755
53, 2688
54, 4193
55, 6641
56, 9747
57, 15261
58, 23006
59, 34504
60, 49167
61, 64496
62, 79372
63, 89938
64, 96057
65, 95375
66, 88139
67, 77059
68, 62860
69, 48510
70, 36227
71, 26015
72, 18421
73, 12725
74, 8792
75, 6006
76, 4229
77, 3022
78, 2247
79, 1683
80, 1255
81, 862
82, 679
83, 465
84, 265
85, 186
86, 74
87, 35
88, 11
89, 12
90, 3
91, 7
92, 1
93, 0
94, 2
95, 0
96, 1
