0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 16521
21, 78252
22, 48869
23, 10831
24, 5564
25, 14646
26, 12414
27, 11509
28, 9218
29, 8593
30, 6719
31, 6307
32, 5320
33, 5179
34, 3990
35, 3459
36, 2290
37, 1994
38, 1718
39, 1504
40, 1250
41, 1268
42, 1119
43, 881
44, 842
45, 764
46, 799
47, 778
48, 897
49, 959
50, 1265
51, 1728
52, 2445
53, 3650
54, 5185
55, 7800
56, 11208
57, 16211
58, 23216
59, 32927
60, 44273
61, 56113
62, 65716
63, 72311
64, 73217
65, 69165
66, 61957
67, 51222
68, 40032
69, 29619
70, 21397
71, 14772
72, 9985
73, 6555
74, 4469
75, 2896
76, 1944
77, 1296
78, 868
79, 679
80, 493
81, 339
82, 232
83, 174
84, 87
85, 51
86, 30
87, 7
88, 4
89, 3
90, 1
91, 4
