0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 0
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 310
21, 1428
22, 1023
23, 235
24, 135
25, 396
26, 315
27, 311
28, 291
29, 311
30, 248
31, 219
32, 177
33, 163
34, 177
35, 146
36, 92
37, 75
38, 70
39, 54
40, 71
41, 73
42, 50
43, 51
44, 54
45, 62
46, 48
47, 52
48, 70
49, 73
50, 95
51, 137
52, 188
53, 271
54, 493
55, 727
56, 1118
57, 1684
58, 2594
59, 3583
60, 5143
61, 6488
62, 7976
63, 8842
64, 9237
65, 9000
66, 8435
67, 7244
68, 5622
69, 4381
70, 3012
71, 2211
72, 1495
73, 1009
74, 733
75, 488
76, 308
77, 228
78, 154
79, 99
80, 66
81, 60
82, 35
83, 24
84, 14
85, 14
86, 5
87, 3
88, 1
89, 1
90, 2
