0, 63
61, 63
59, 63
61, 63
55, 63
61, 63
58, 63
60, 63
55, 60
59, 60
54, 62
61, 62
61, 62
60, 63
61, 66
65, 66
61, 63
58, 62
61, 62
61, 62
60, 63
62, 63
62, 66
64, 66
55, 63
58, 66
63, 66
58, 63
56, 62
60, 62
58, 62
60, 62
58, 62
60, 62
55, 63
60, 63
58, 60
58, 60
56, 59
57, 59
57, 59
50, 62
52, 59
55, 59
52, 62
56, 62
50, 59
55, 62
59, 62
55, 62
60, 62
52, 63
60, 63
55, 60
55, 60
54, 66
63, 66
59, 66
62, 66
55, 63
55, 63
60, 63
54, 63
55, 63
58, 63
55, 66
61, 66
51, 63
55, 63
57, 63
54, 60
57, 60
54, 63
60, 63
58, 63
60, 63
49, 68
67, 68
67, 71
69, 71
65, 67
66, 67
66, 67
61, 68
66, 68
60, 67
65, 67
62, 70
68, 70
65, 67
65, 67
64, 66
65, 66
65, 66
60, 67
66, 67
62, 66
65, 66
65, 66
64, 67
66, 70
68, 70
66, 67
60, 67
66, 67
63, 66
65, 66
65, 66
64, 67
66, 70
69, 70
66, 67
60, 70
67, 70
64, 67
64, 67
62, 66
64, 66
64, 66
61, 67
64, 67
54, 67
63, 67
65, 66
63, 64
63, 67
64, 66
63, 66
65, 67
59, 67
62, 67
63, 66
63, 66
62, 67
63, 66
63, 66
62, 67
64, 66
64, 66
59, 66
63, 66
63, 67
63, 66
63, 66
58, 68
65, 67
63, 68
63, 67
66, 68
63, 68
66, 67
63, 67
59, 70
68, 70
62, 70
68, 70
62, 70
68, 70
62, 71
67, 71
59, 67
63, 68
63, 67
63, 67
63, 67
57, 67
64, 68
63, 68
63, 68
64, 67
64, 67
63, 68
64, 67
64, 67
61, 68
64, 67
65, 68
64, 67
65, 68
64, 67
64, 68
65, 67
54, 67
59, 67
58, 66
59, 66
59, 66
58, 66
59, 66
59, 66
57, 67
59, 67
59, 67
57, 67
60, 66
59, 67
62, 66
59, 67
62, 66
58, 66
63, 66
63, 66
58, 66
59, 66
57, 66
61, 66
61, 66
58, 67
60, 67
60, 67
56, 66
60, 66
60, 66
58, 67
60, 67
60, 67
57, 66
59, 66
59, 66
58, 66
60, 66
60, 66
59, 67
60, 67
60, 67
57, 66
59, 66
59, 66
58, 67
63, 67
63, 67
57, 67
58, 67
51, 68
67, 68
62, 67
64, 67
62, 67
66, 67
59, 67
65, 67
59, 66
65, 66
59, 67
64, 67
57, 67
62, 66
61, 66
62, 67
61, 67
63, 66
60, 66
62, 67
61, 66
62, 67
61, 67
63, 66
60, 67
66, 67
66, 67
61, 66
63, 66
63, 66
61, 66
62, 66
62, 66
58, 71
69, 71
64, 70
68, 70
63, 71
70, 71
67, 70
69, 70
63, 71
66, 71
63, 70
68, 71
66, 70
67, 71
63, 68
66, 68
59, 68
63, 67
63, 66
63, 67
63, 67
59, 67
66, 68
62, 68
63, 67
62, 68
62, 68
66, 67
62, 65
52, 66
63, 67
63, 66
63, 66
63, 65
